name,location,date,description,phone,category,image
영덕업사이클링아트페스타,경상북도 영덕군,2024. 10. 26. ~ 11. 3. | 10:00~21:00,"영덕업사이클링아트페스타는 영덕에 살고 있는 사람들이 환경을 매개로 다함께 만들어 가는 축제이다.
2023년 총 14곳의 기관/단체/마을/학교 등이 함께 업사이클링아트 작품을 제작하고 전시하였으며, 생활문화공연 및 전시를 포함하면 총 100여개의 지역 동호회/마을/단체 등이 함께 만들어가는 축제이다.
올해에는 약 20여개의 협력단체가 함께 업사이클링아트 전시를 준비중이며, 같은 기간 진행되는 영덕생활문화주간 우다다다페스티벌에 약 100여개의 동호회/단체가 참여할 예정이다. 
영덕업사이클링아트페스타는  지역 주민이 진정으로 함께 만들고 함께 즐기는 축제로 ?이제는 전국의  여러분들과 함께 만들어 가려고 한다.

* 업사이클링아트는 폐자원을 활용하여 예술로서의 가치를 제고하는 장르이다.",054-730-5830,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728266340824.jpg
구미라면 축제,경상북도 구미시,2024. 11. 1. ~ 11. 3. | 11:00 ~20:00,"구미에서는 국내 유일 도심 속 라면축제가 개최된다. 농심 구미공장에서 생산된 갓 튀긴 라면을 현장판매하여 구입할 수 있다.
또한 다양한 이색라면 요리를 맛볼 수 있다. 그외 라면테마 전시, 체험, 포토존, 무대프로그램, 각종 이벤트 등을 즐길 수 있다.",054-480-2652,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727831606202.jpg
해남미남(味南)축제,전라남도 해남군,2024. 11. 1. ~ 11. 3. | 09:00~20:00,"해남의 다양한 농수산물을 활용해 먹거리존, 미식 체험, 체험 프로그램을 운영한다. 더 신나고, 더 특별한 미남 축제만의 개막 퍼포먼스, 온 가족이 즐기는 농산물 체험 프로그램 등 다양한 즐길 거리를 만나볼 수 있다.",061-530-5159~5160,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727832003244.jpg
대한민국 국향대전,전라남도 함평군,2024. 10. 8. ~ 11. 3. | 09:00~18:00 (야간개장 21:00까지),"가을과 겨울 정취를 만끽할 수 있는 경관 연출과 대형 트리, 종소리 게이트, 마법의 성 및 9층 탑 등 대형 국화 기획 작품과 매년 다양한 국화분재 작품이 전시되어 환상적인 분위기를 연출한다. 행사장에는 친환경 농산물이 전시 판매되고 있으며, 어린이들이 좋아하는 캐릭터 국화작품 전시, 동물 숲 포토존, 전통 민속놀이 체험, 축제 분위기에 어울리는 문화 예술 공연 등 다양한 체험과 즐길 거리가 준비되어 있다.",061-320-2239,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1726712253107.jpg
사천시농업한마당축제,경상남도 사천시,2024. 11. 1. ~ 11. 3. | 10:00~20:00,"제16회 사천시농업한마당축제는 오는 11월 1일부터 3일까지 3일간 사천시청 노을광장 일원에서 개최된다. 지역 특산품으로써 우수 농축산물을 홍보할 수 있는 기회를 마련하고 다채로운 전시, 판매, 시음·시식, 체험행사를 진행하며, 행사장을 찾는 시민들과 관광객들에게 다양한 먹거리, 볼거리, 살거리, 체험거리, 즐길거리 등을 제공하며, 제1회 전국농업인가요제, 추수감사제례, 축산사랑 어린이 그림그리기 대회, 윷놀이 대회 등 전 세대가 즐기고 공감할 수 있는 축제의 장이 펼쳐진다.",055-831-3760,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728522387593.jpg
월드판소리페스티벌,서울시 중구,2024. 11. 1. ~ 11. 3. | 13:00-18:00,"월드 판소리 페스티벌은 한국의 전통 성악인 판소리의 아름다움과 가치를 알리는 국제 음악 축제이다. 매년 가을 개최되는 이 축제는 판소리 공연뿐 판소리를 모티브로 하는 대중음악, 무용, 연극 등 융합 예술 무대도 만나볼 수 있다. 또한, 시민과 외국인 대상 판소리 워크숍을 통해 무료로 판소리를 배워 볼 수 있는 프로그램도 준비되어 있으며, 나만의 부채 만들기와 청사초롱 만들기 등 다양한 시민 참여 프로그램도 경험할 수 있다. 
월드 판소리 페스티벌은 판소리의 전통을 계승하면서도 현대적인 감각을 더해, 전 세계 관객들에게 새로운 문화적 경험을 제공하고 있다.",02-904-2835,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728351806880.jpg
베어트리파크 단풍축제,세종시 세종특별자치시,2024. 10. 19. ~ 11. 3. | 09:00 ~ 18:00,"베어트리파크 단풍축제는  단풍이 절정에 이르는 10월 19일 ~ 11월 3일에 개최된다. 관람로를 따라 수목원 전체를 붉게 수놓은 단풍을 볼 수 있으며, 야외 음악회와 체험 프로그램 등 다양한 행사도 즐길 수 있다. 수백 년 수령의 고목들, 분재원의 단풍분재도 조화롭게 물이 들고, 정원의 코스모스와 국화가 만개하여 더욱 풍성한 가을의 정취를 느낄 수 있다. 베어트리파크의 가을철 대표 볼거리인 단풍낙엽산책길도 축제기간에 개방한다. 은행나무와 느티나무가 숲을 이루고 있는 비밀의 산책로에서 형형색색의 단풍과 바스락거리는 낙엽을 밟으며 깊어가는 가을을 느낄 수 있다.",044-863-2220,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728266399135.jpg
강진만 춤추는 갈대축제,전라남도 강진군,2024. 10. 26. ~ 11. 3. | 09:00~20:00,"강진만생태공원은 탐진강과 강진만이 만나는 둑이 없는 하구로 다양한 생태자원이 풍부하게 서식하고 있으며 1,131종 생태다양성의 보고로 매년 2,500여 마리의 큰고니가 방문하는 집단 서식지이다.",061-430-3358,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1696467175643.jpg
청송사과축제,경상북도 청송군,2024. 10. 30. ~ 11. 3.,"*하기 행사 내용은 전년도(2023년) 행사 내용으로, 2024년도 행사 내용은 업데이트 중에 있습니다.*

경상북도 청송은 적은 강수량과 풍부한 일조량, 깨끗한 자연환경 등 사과를 재배하기 최적의 조건을 갖춘 곳이다. 자연이 빚어낸 명품’이라 불리는 청송사과가 무르익는 가을, 풍성한 수확의 기쁨과 청송사과의 맛과 영양을 함께 나누는 청송사과축제가 열린다. 축제에서는 11년 연속 대한민국 대표브랜드 대상을 수상한 청송사과를 테마로 하는 유익하고 즐거운 체험프로그램을 즐길 수 있다. 하늘에서 풍선을 떨어뜨려 황금사과를 찾는 ‘만유인력-황금사과를 찾아라’, 만보기가 달린 방망이로 지퍼백 속의 사과를 두드려 잼을 만드는 ‘꿀잼-사과 난타’ 등 재치 있는 체험도 준비되어 있다. 이밖에도 청송사과 퍼레이드, 청송꽃줄엮기 등 다양한 행사가 열린다.",054-873-3686,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1696384628065.jpg
백제고도부여국화축제,충청남도 부여군,2024. 10. 25. ~ 11. 3. | 09:00 ~ 21:00,"올해로 21회 맞이하는 `부여국화축제`가 오는 10월 25일부터 11월 3일까지 10일간 궁남지에서 펼쳐진다. 
`국화 향기를 품은 서동과 선화의 사랑이야기`를 주제로한 국화 기획 작품들과 오직 부여에서만 볼 수 있는 다양한 작품들이 다수 전시되어 있다. 관람하는 것 이외에도 다양하게 체험할 수 있는 즐길거리들이 기다리고 있는 만큼 한번 방문한다면 즐거운 추억을 선사해줄 것 이다.",041-830-2591,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1695688570843.jpg
고창 핑크뮬리 축제,전라북도 고창군,2024. 9. 12. ~ 11. 3. | 09:00~18:00,"소멸해 지역에 희망을 불어넣고 정원식물 및 정원관광 콘텐츠를 발굴하는 꽃객프로젝트에서 진행하는 첫 번째 꽃파티 ‘고창 핑크뮬리 축제’이다.

매년 고창 핑크뮬리 시즌(9월 중~11월 초)이 되면 전라북도 민간정원 1호 꽃객프로젝트에서 가을 꽃파티가 약 7ha의 면적에서 핑크뮬리 뿐만 아니라 맨드라미, 백일홍, 천일홍 등과 50여 년 이상 아름답게 가꿔온 정원수들을 만날 수 있다.",0507-1377-7778,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725587027349.jpg
이월드 펌킨 페스타,대구시 달서구,2024. 9. 7. ~ 11. 3.,"이월드 대표 캐릭터 비비와 친구들이 가을을 맞이해 펌킨 프렌즈로 변신하여 마법 같은 펌킨 페스타로 여러분을 초대한다. 이번 가을은 가을 내내 주황색을 메인 컬러로 새로운 볼거리 및 다양한 체험과 이벤트를 만날 수 있다. 

 낮에는 마법에 걸린 펌킨 빌리지에서 펼쳐지는 사랑스러운 유령핀구들과 비비프렌드의 파티 <펌킨 디스코 파티>부터 다양한 그리팅과 이벤트들을 만나볼 수 있다. 밤에는 이번 가을 새롭게 진행하는 공연인 <바이러스 Z>도 선보인다. 좀비 바이러스에 감염된 사람들로부터 시작되는 공연은 펌킨 페스타의 놓치면 안되는 포인트이다. 

 또한 가을 꽃나들이 필수코스인<인생꽃사진관> 또한 이월드 펌킨 페스타를 놓치면 안되는 이유이다. 2천 평 가득 드넓게 펼쳐진 황화 코스모스 가든과 주주팜 숲속을 물들인 핑크뮬리와 함께 인생사진을 건져보자.

놀이기구와 함께 즐길 수 있는 이월드 펌킨 페스타는 2024년 09월 07일을 시작으로 11월 03일까지 진행된다. 축제 기간 동안 펌킨 포토존으로 꾸며진 이월드를 만날 수 있으며, 펌킨 페스타와 함께 국내 최초 360도를 회전하는 메가스윙 및 30여 종의 놀이기구를 모두 즐길 수 있다.

또한 이월드 가을 축제에서는 <이월드 펌킨 페스타> 외에도 <이월드 인더스타즈>등 가을 내내 다채로운 볼거리를 제공한다. 가을 밤하늘을 수놓는 화려한 불꽃쇼 <이월드 인더스타>는 이월드의 가을 축제를 놓치면 안 되는 또 다른 이유이다.

※ 자세한 행사 내용은 이월드 인스타그램 @eworld.official 또는 이월드 누리집을 참조.

※ 일부 행사는 현장 상황에 따라 변경 및 취소될 수 있다.",070-7549-8112,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1724632741393.jpg
경남고성공룡세계엑스포,경상남도 고성군,2024. 10. 2. ~ 11. 3. | 09:00~18:00(야간개장 22:00),"공룡나라 고성에서 <2024경남고성공룡세계엑스포>가 2024년 10월 2일부터 11월 3일까지 당항포관광지에서 개최된다.축제기간 동안 휴무는 없으며 매주 금요일과 토요일과 공휴일은 오후 10시까지 야간개장이 진행된다. 공룡과 나라는 주제로 열리는 이번 공룡엑스포에서는 공룡을 주제로 한 대한민국 최대 규모의 공룡퍼레이드와 첨단영상과 디지털 기술을 바탕으로 복원된 공룡을 만나볼 수 있는 공룡 5D영상관, 오색 빛깔 미디어아트 존, 다양한 공룡이 살아 숨쉬는 공룡 캐릭터관, 다채로운 공룡 체험 등을 구성하여 다양한 공룡콘텐츠를 선보인다.14만평의 넓은 행사장에서 온가족이 안전하게 즐길 수 있는 공룡엑스포 행사장에는 공룡외에도 남녀노소 즐길 수 있는 마술, 풍선, 저글링 등 다양한 버스킹 공연도 준비되어 있다. 이전에 3년 주기로 개최되다가 이번에 4년 연속 개최되는 2024공룡엑스포에서는 새로운 써클영상, 퍼레이드의 변화, 전시관의 다양한 변화가 이뤄질 예정이다.",055-670-7422,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1693965608372.png
대한민국 청년미술축제: 아트그라운드 서울,서울시 송파구,2024. 10. 30. ~ 11. 4. | 11:00 ~ 19:00,"대한민국 청년미술축제 : 아트 그라운드 서울은 다양하고 폭넓은 장르의 미술 작품을 시민들에게 소개하고 예술가와 관람객의 능동적인 소통을 기반으로 한 전시를 기획하여 본질적으로는 작가들의 작품 활동 환경 개선과 서울 시민의 문화적 소양 증대, 작품 향유로 인한 다양한 긍정적인 효과를 꾀하기 위해 기획되었다. 유명세를 떠나 질적으로 훌륭한 여러 청/장년 아티스트의 작품 전시와 더불어 멘토링 프로그램, 아티스트 토크, 관람객 참여 프로그램 등으로 작가, 관람객 등 함께 모두가 어울려 즐길 수 있는 놀이터 같은 축제가 되기를 희망한다.",02-6953-5385,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727659237426.jpg
태안 가을꽃박람회,충청남도 태안군,2024. 9. 13. ~ 11. 4. | 09:00 ~ 18:00,태안 가을꽃박람회는 특정 화훼에 국한하지 않고 잔잔하면서 포근한 가을 특유의 감성을 살려 자연과 어우러지는 다양한 품종을 선보인다. 시리도록 아름다운 꽃지 해변의 붉은 노을을 스토리텔링하고 희망과 치유의 2024년 가을을 만끽할 수 있다.,0507-1497-5536,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1724375205787.jpg
대한민국청소년미디어대전,서울시 중구,2024. 10. 31. ~ 11. 6.,"대한민국청소년미디어대전(이하 KYMF)은 2001년부터 시작하여 24년 역사를 자랑하는 국내 최대 규모의 청소년 미디어 축제이다. 2024년에는 학교라는 특별주제로 10월 31일~11월 6일까지 서울특별시청, 청계천 광교갤러리, 시립청소년미디어센터에서 진행된다. 미디어대전은 청소년이 메시지를 가지고 제작한 공익광고, 다큐멘터리, 애니메이션, 영화, 트렌드미디어(MV 등), 사진이라면 출품을 통해 축제에 참여할 수 있다.",02-795-8000(내선2번),가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727659302147.jpg
양화진 근대사 뱃길탐방,서울시 마포구,2024. 4. 23. ~ 11. 7. | 13:30~16:00,"양화진 근대사 뱃길 탐방은 서울 양화나루와 잠두봉 유적 일대를 중심으로 마포, 한강 일대의 문화유산을 뱃길에서 향유하는 프로그램으로, 국가유산 청의 문화 프로그램인 생생 국화 유산 사업에 등록되어 있다. 서울특별시 마포구에서 주최하고 ㈜컬처앤 로드 문화유산 활용 연구소에서 주관한다.
주요 프로그램으로는 양화진 근대사 뱃길탐방 근대의 물결을 타다, 양화나루에서 즐기는 양화진 나루잇기, 문화유산 활동가를 양성하는 양화진 이야기꾼 양성과정, 온라인 키트 체험 당인리 밤마실이 있다. 그중에서 대표 프로그램인 양화진 뱃길탐방을 소개하고자 하며, 보다 자세한 사항은 컬처앤로드 블로그에서 확인할 수 있다.",070-4290-6966,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1719794277076.jpg
피나클랜드 불꽃축제,충청남도 아산시,2024. 9. 14. ~ 11. 9. | 매주 토요일 20:00,"피나클랜드의 명물이 되어버린 불꽃축제이다. 가을 하늘에도 화려한 꽃을 그려본다. 
낮에는 억만송이 가을꽃과 오천만송이 국화꽃들이 맞이하고, 밤에는 불꽃이 피나클랜드의 밤 하늘에 꽃을 피운다.",041-541-2582,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725497385687.jpg
부산불꽃축제,부산시 수영구,2024. 11. 9. | 14:00~20:00,"매년 광안리해수욕장을 화려하게 수놓는 부산불꽃축제가 어느덧 19회를 맞이하였다. 2005년 APEC정상회의 기념행사 일환으로 시작돼, 해를 거듭할수록 세계적인 관심을 받으며 부산 대표 축제로 자리매김하였다. 부산에서만 볼 수 있는 초대형 불꽃과 광안대교 경관조명을 활용한 미디어파사드 연출, 화려한 불꽃과 조명, 음악이 어우러져 스토리텔링이 가미된 부산멀티불꽃쇼를 만나볼 수 있다. 또한 광안리 해수욕장뿐만 아니라 동백섬, 이기대 앞까지 ""3 point"" 연출로 다양한 장소에서 불꽃쇼를 관람할 수 있다.",051-713-5000,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728522562716.jpg
한국민속촌 가을축제: 귀신사바 귀신놀이,경기도 용인시,2024. 9. 14. ~ 11. 10. | 10:00~19:00,"한국민속촌 가을축제 귀신 사바 귀신놀이는 기이한 마을에서 다양한 귀신들과 함께 미션을 성공하고 마을을 탈출할 단서를 찾아야 한다. 총 16종의 프로그램으로 구성되어 있으며, 미션형 프로그램부터 스폐셜 이벤트, 체험형 프로그램까지 다양하게 준비되어 있다.",031-288-2933,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728352048487.png
서울 라이프스타일 투어,서울시 용산구,2024. 9. 25. ~ 11. 10. | 10:00 ~ 18:00,"서울시 관광특구의 활성화를 목적으로 서울시 7개 관광특구만의 독특한 매력과 문화를 경험할 수 있는 특별한 축제가 열린다. Find your Seoul, 7Stories, 3Links 라는 슬로건 아래 서울의 라이프스타일을 경험 할 수 있다. 축제는 서울 크리에이터 주간, 트렌트세터 주간, 엔터테이너 주간 총 3개의 주간으로, 크리에이터 주간은 이태원과 홍대 문화예술 관광특구, 트렌드세터 주간은 종로청계, 동대문 패션타운, 명동 관광특구, 엔터테이너 주간은 잠실, 강남 마이스 관광특구에서 진행된다. 특화체험으로는 지역의 역사와 문화를 이해하고 로컬 음식 문화와 문화예술을 즐길 수 있는 가스트로 앤 아트투어와 서울의 과거와 현재가 만나는 공간에서 즐기는 인장, 신발, 티셔츠 만들기 체험과 도심 속에서 즐기는 다양한 낭만 버스킹 투어가 진행된다.",02-458-3315,먹거리,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727315177367.jpg
고흥유자축제,전라남도 고흥군,2024. 11. 7. ~ 11. 10. | 10:00 ~ 22:00,"2024 전남대표축제로 선정된 고흥유자축제는 유자를 소재로 대한민국 대표 축제이다. 문화예술축제로서의 정체성을 확고히 하고 이목을 집중시킬 수 있는 콘텐츠 및 운영전략을 개발하여 남녀노소 누구나 즐길 수 있는 축제로 유명하다. 
과일축제에서 힐링축제로 위상을 정립하고자 11월 고흥은 비타민C 유자천국 이라는 슬로건을 세웠다. 합성 비타민이 아닌 천연 비타민C 고흥유자축제를 대한민국 대표 축제 브랜드화로 거듭나고자 힘쓰고 있다. 
자연이 만든 황금빛깔, 시간이 만든 비타민C 유자와 빛나는 야간 경관이 쏟아지는 제4회 고흥유자축제는 고흥군 풍양면 한동리 701-7번지 일원에서 개최된다. 유자토피아 고흥에서 펼쳐지는 환상의 프로그램과 함께 개최된다.",061-830-5658,불꽃놀이,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728266511071.jpg
김해분청도자기 축제,경상남도 김해시,2024. 11. 5. ~ 11. 10.,"*하기 행사 내용은 전년도(2023년) 행사 내용으로, 2024년도 행사 내용은 업데이트 중에 있습니다.*

김해분청도자기 축제는 ""김해분청도자"" 주제로 소박하고 독특한 감성을 품고 있는 분청사기의 우수성과 생활 자기의 서민적인 친근함을 알리는 축제이다. 여러 가지 도자기를 한눈에 볼 수 있을 뿐만 아니라, 전통가마불 지피기, 대형 도자기 시연, 다양한 도자가 체험 행사를 경험할 수 있다.",055-330-3244,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1664931150025.png
한국민속촌 조선살인수사,경기도 용인시,2024. 4. 6. ~ 11. 10. | 13:00~21:00 (금토일 및 공휴일),"관람객이 직접 살인사건을 추리하는 추리 콘텐츠 ‘조선살인수사’를 11월 10일까지 금·토·일 및 공휴일 간 진행한다.
‘조선시대 살인사건’을 주제로 하는 이 콘텐츠는 관람객이 직접 암행어사가 되어 조선시대 살인사건의 범인을 찾아야 한다.
사또가 풀지 못한 살인사건 속 살해 방법을 찾아 사건의 범인을 추리하는 콘텐츠이다.",031-288-0000,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1689223888343.jpg
"한국민속촌 살귀옥, A Haunted Prison",경기도 용인시,2024. 4. 6. ~ 11. 10. | 13:30~21:30 (금토일 및 공휴일),"‘살귀옥’은 무당 이화가 장악한 신당골이 귀굴로 변한 지 5년째 되는 해, 신당골 고갯마루에 악귀에 빙의된 살귀들이 살고 있다는 소문으로 시작된다. 소문 속 살귀들의 정체를 밝히기 위해 체험자들은 퇴마술사가 돼 살귀들의 세상으로 들어가지만, 도망칠 수 없는 극한의 공포를 경험할 수 있다.

체험코스는 총 8개로 나뉘며, 체험 진행에는 15분 정도가 소요된다. 체험자들은 내자원 뒤의 피가 묻어있는 길로 상상력을 자극하는 심리적 공포를 안고 출발한다. 약 400m의 국내 최장 야외코스에서는 덫을 놓아 사람을 사냥하는 등 기괴한 공간 연출로 무언가 나타날 것 같은 두려움을 느낄 수 있다. 지하로 내려가는 미로 구간에서는 문을 열어야만 나아갈 수 있어 극악의 공포를 느끼게 된다.

일부 구간은 도망칠수록 갇혔다는 공포 때문에 폐쇄공포증이 유발될 수 있어 주의가 필요하다. 

‘살귀옥’은 전작의 공포체험보다 공포 수위가 높아 만 13세 이상부터 체험할 수 있으며, 노약자, 임산부, 심장질환자는 참여할 수 없다. 체험코스 마지막 구간에서는 직접 금줄을 만들어 살귀들을 봉인하는 이벤트에 참여하고 리워드도 받아 갈 수 있다.",031-288-0000,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1689223838262.jpg
창덕궁 달빛기행,서울시 종로구,2024. 9. 12. ~ 11. 10. | 19:00/20:00,"창덕궁 달빛기행은 은은 달빛 아래 녹음이 어우러진 창덕궁에서 전문 해설사와 함께 궁궐의 곳곳을 관람하며, 각 전각에 대한 해설과 전통예술 공연을 관람할 수 있는 프로그램이다. 창덕궁 정문인 돈화문에서 출발해 진선문 · 인정전 · 희정당 · 낙선재 · 상량정 · 부용지 · 불로문 · 애련정 · 연경당 · 후원 숲길 등을 관람할 수 있다.",1522-2295,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1724028401447.jpg
성북 책모꼬지 <성북은_도서관>,서울시 성북구,2024. 10. 12. ~ 11. 11.,성북구 대표 책 축제로서 지역 기관 연계를 통하여 전 연령 및 계층을 아우르는 인문지식 축제이다. 축제 기간 중 성북구립 도서관 16개관 어디서나 현장에서 즐길 수 있는 이벤트도 준비된다.,02-6906-9285,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1728352268342.jpg
DMZ OPEN 페스티벌,경기도 파주시,2024. 5. 9. ~ 11. 16.,"2024년 DMZ OPEN 페스티벌이 다시 돌아왔다. DMZ OPEN은 닫힌 DMZ의 문을 열어 전문가부터 일반인 모두에게, 학술부터 스포츠, 예술까지 다양한 장르의 오픈을 상징하는 축제이다. 2024년 5월 9일부터 11월 16일까지, 경기도 DMZ에서 진행되며,
주요 행사로는 [DMZ 느끼다] 전시·콘서트·국제 음악제, [DMZ 생각하다] 포럼·해커톤·강연·오픈 랩, 그리고 [DMZ 걷다] 걷기·마라톤 등이 준비되어 있다.",031-956-8311,음악,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1686529748834.png
공공미술 빛조각축제 <노원 달빛산책>,서울시 노원구,2024. 10. 18. ~ 11. 17. | 18:00~22:00,"2020년 「노원 달빛 산책?이라는 타이틀로 새롭게 시작한 본 행사는 2024년 <숨>이라는 주제로 관람객을 맞이한다. 반복적으로 순환하는 달의 호흡에서 비롯된 <숨>은 한숨 돌리는 휴식을 상징하기도 하고, 숨을 불어 넣는 생명을 나타내기도 하기에, 노원 달빛 산책을 통해 모두가 함께 숨 쉴 수 있는 축제로 구현하고자 하는 의지를 담았다. 이러한 <숨>이라는 주제 아래 5년 차를 맞은 노원 달빛 산책은 한지 등(燈), 조각, 미디어, 레이저 등 다채로운 작품으로 당현천 산책길을 빛낼 예정이다.",02-2289-3473,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1696902117041.jpg
벽초지수목원 가을꽃 국화축제,경기도 파주시,2024. 9. 21. ~ 11. 17. | 09:00~18:00,"동양정원과 서양정원이 아름다운 벽초지수목원이 2024년 가을꽃 국화축제를 개최한다.

행사기간 설렘, 신화, 모험, 자유, 사색, 그리고 감동의 테마 아래 29개의 소정원들은 국화를 비롯한 아름다운 가을꽃들로 수놓아 진다.

설렘의 공간에는 멋드러진 국화 조형물들이 여왕의 정원과 어울려 설치되며, 자유의 공간에는 30여종이 넘는 그라스들과 어우러진 각종 식물들을 관람할 수 있다. 특히, 2024년 새롭게 오픈한 신화의공간 말리성의가든은 유럽의 궁전 정원 여행을 방불케 하는 경험을 선사한다.

화원에서는 각종 희귀 국화들을 관람 및 판매하고 국화가 가득한 플라워힐 포토스팟을 운영한다.",031-957-2004,꽃,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725932592452.jpg
휴애리 핑크뮬리 축제,제주도 서귀포시,2024. 9. 13. ~ 11. 17. | 09:00~19:00(입장마감 17:30분),"휴애리 핑크 뮬리 축제는 제주도에서 가장 로맨틱한 순간을 선사하는 축제로, 한 폭의 그림처럼 펼쳐진 핑크빛 핑크 뮬리 물결을 경험할 수 있는 곳이다. 이 축제는 정성스럽게 가꾼 수많은 핑크 뮬리가 야자 정원, 카페 정원, 그리고 핑크 뮬리 하늘정원 등 공원 곳곳을 물들이며, 마치 동화 속 세상에 들어온 듯한 황홀한 풍경을 자아낸다.

이번 휴애리 핑크 뮬리 축제는 전년도보다 더 화려하고 풍성하게 준비되어, 제주 여행의 필수 코스로 자리매김했다. 핑크빛 배경은 신혼여행, 웨딩스냅, 우정 스냅 등 인생 사진을 찍기에 완벽한 장소로, 사랑하는 사람들과 함께 소중한 추억을 담아낼 수 있는 곳이다. 가족, 연인, 친구와 함께 공원을 거닐며, 핑크 뮬리 포토존에서 특별한 순간을 기록할 수 있으며 핑크빛 물결 속에서의 추억은 오래도록 마음속에 간직될 것이다.",064-732-2114,가족,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1724200797499.jpg
청도 프로방스 빛축제,경상북도 청도군,2024. 2. 19. ~ 11. 17. | 15:00~22:00  (매주 수요일 휴무),"1996년 청도 테마랜드로 오픈하였다. 2012년 청도프로방스 포토랜드로 새롭게 단장하여 여러분을 맞이한지 10년이 흘렀다.

프랑스의 정감 있는 프로방스 마을을 청도에 그대로 재현하였다. 투명한 햇살 아래 무르익은 포도, 광활하게 펼쳐진 보랏빛의 라벤더, 풍요로운 대자연 속에 독특한 문화와 예술이 살아 숨 쉬는 그곳은 바로 프랑스 남동부 지역의 프로방스 마을이다. 고흐, 세잔, 샤갈, 마티스 등이 사랑한 그곳 프로방스 마을로의 로맨틱한 여행과 빛 축제를 즐길 수 있는 곳이다. 낮에는 100여 가지 다양한 포토존과 아기자기한 소품, 예쁜 집들이 여러분을 맞이하고 어둠이 내리면 눈부시게 빛나는 빛 축제로 변신하는 곳이다.",054-372-5050,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1708474333752.jpg
부산스토리텔링축제 [안녕한 사하],부산시 동래구,2024. 11. 1. ~ 11. 29.,"부산스토리텔링축제는 지역 스토리를 활용한 온라인 문화축제로, 매년 다른 부산의 지역구를 주제로 개최된다. 2024년 부산스토리텔링축제는 강과 바다가 만나는 안녕한 그곳, 사하구에 관한 다채로운 이야기를 담았다. 축제의 대표 콘텐츠인 [사하 아카이브]를 통해 사하의 숨겨진 이야기를 들여다보고, [사하 스토리 탐방대]에 신청해 직접 몰운대 탐방을 다녀올 수도 있다. 올해는 사하의 옛 사진을 감상하는 [사하 갤러리]와 사하를 나타낼 키워드를 찾는 [사하 키워드 공모전] 등이 신설되어 더 다양한 콘텐츠를 즐길 수 있다.",051-505-2030,문화,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727832602212.jpg
